userId,foodId,rating
1,1,6
1,2,3
1,3,3
1,4,3
1,5,10
1,6,6
1,7,10
1,8,10
1,9,10
1,10,10
1,11,10
1,12,10
1,13,10
1,14,6
1,15,10
1,16,6
1,17,3
1,18,6
1,19,3
1,20,3
1,21,6
1,22,2
1,23,6
1,24,6
1,25,3
1,26,1
1,27,6
1,28,6
1,29,10
2,1,3
2,2,3
2,3,6
2,4,6
2,5,6
2,6,10
2,7,10
2,8,10
2,9,10
2,10,6
2,11,6
2,12,6
2,13,6
2,14,10
2,15,10
2,16,10
2,17,6
2,18,6
2,19,10
2,20,6
2,21,6
2,22,3
2,23,6
2,24,3
2,25,6
2,26,10
2,27,3
2,28,6
2,29,10
3,1,3
3,2,6
3,3,3
3,4,6
3,5,3
3,6,1
3,7,3
3,8,2
3,9,3
3,10,6
3,11,6
3,12,6
3,13,10
3,14,10
3,15,2
3,16,3
3,17,3
3,18,6
3,19,6
3,20,3
3,21,3
3,22,6
3,23,6
3,24,3
3,25,6
3,26,3
3,27,3
3,28,3
3,29,3
4,1,6
4,2,6
4,3,6
4,4,3
4,5,6
4,6,10
4,7,10
4,8,10
4,9,10
4,10,10
4,11,3
4,12,6
4,13,6
4,14,6
4,15,6
4,16,10
4,17,10
4,18,10
4,19,10
4,20,10
4,21,10
4,22,10
4,23,10
4,24,10
4,25,10
4,26,10
4,27,10
4,28,6
4,29,6
5,1,10
5,2,2
5,3,3
5,4,3
5,5,2
5,6,1
5,7,3
5,8,3
5,9,10
5,10,10
5,11,10
5,12,10
5,13,10
5,14,3
5,15,10
5,16,10
5,17,6
5,18,2
5,19,3
5,20,3
5,21,10
5,23,10
5,24,10
5,25,6
5,26,10
5,27,10
5,28,6
5,29,10
6,1,6
6,2,10
6,3,10
6,4,10
6,5,3
6,6,10
6,7,6
6,8,2
6,9,10
6,11,3
6,12,3
6,13,3
6,14,6
6,16,6
6,17,10
6,18,10
6,19,10
6,20,3
6,21,10
6,23,6
6,24,6
6,25,3
6,26,3
6,27,3
6,28,3
6,29,3
7,1,6
7,2,6
7,3,10
7,4,6
7,5,6
7,6,6
7,7,6
7,8,10
7,9,6
7,10,10
7,11,3
7,12,3
7,13,3
7,14,3
7,15,3
7,16,3
7,17,6
7,18,3
7,19,3
7,20,3
7,21,3
7,22,6
7,23,6
7,24,6
7,25,6
7,26,6
7,27,3
7,28,10
7,29,10
8,1,10
8,2,3
8,3,10
8,4,10
8,5,10
8,6,6
8,7,6
8,8,10
8,9,10
8,10,10
8,11,10
8,12,10
8,13,10
8,14,10
8,15,10
8,16,10
8,17,10
8,18,10
8,19,3
8,20,10
8,21,10
8,22,6
8,23,10
8,24,10
8,25,10
8,26,10
8,27,10
8,28,10
8,29,10
9,1,6
9,2,6
9,3,6
9,4,3
9,5,3
9,6,6
9,7,10
9,8,3
9,9,6
9,10,10
9,11,10
9,12,6
9,13,10
9,14,10
9,15,6
9,16,6
9,17,10
9,18,6
9,19,6
9,20,10
9,21,10
9,22,6
9,23,10
9,24,10
9,25,10
9,26,10
9,27,6
9,28,10
9,29,6
10,1,6
10,2,3
10,3,6
10,4,6
10,5,6
10,6,6
10,7,3
10,8,6
10,9,6
10,10,6
10,11,6
10,12,6
10,13,6
10,14,6
10,15,6
10,16,6
10,17,10
10,18,10
10,19,10
10,20,10
10,21,10
10,22,10
10,23,10
10,24,10
10,25,10
10,26,10
10,27,10
10,28,10
10,29,10
11,1,10
11,2,10
11,3,10
11,4,6
11,5,10
11,6,10
11,7,10
11,8,10
11,9,6
11,10,10
11,11,6
11,12,10
11,13,10
11,14,10
11,15,10
11,16,10
11,17,10
11,18,10
11,19,10
11,20,10
11,21,10
11,22,10
11,23,10
11,24,10
11,25,10
11,26,10
11,27,10
11,28,10
11,29,10
12,1,10
12,2,10
12,3,10
12,4,3
12,5,10
12,6,10
12,7,10
12,8,10
12,9,10
12,10,10
12,11,10
12,12,10
12,13,10
12,14,10
12,15,10
12,16,10
12,17,10
12,18,10
12,19,10
12,20,10
12,21,10
12,22,10
12,23,10
12,24,10
12,25,10
12,26,10
12,27,10
12,28,10
12,29,10
13,1,6
13,2,6
13,3,6
13,4,3
13,5,6
13,6,6
13,7,10
13,8,6
13,9,6
13,10,10
