userId,foodId,rating
1,31,3
1,32,4
1,33,3
1,34,2
1,41,3
1,42,1
1,43,2
1,44,2
1,45,2
1,51,4
1,52,3
1,53,3
1,54,3
1,55,5
1,1,5
1,2,2
1,3,4
1,4,4
1,5,4
1,6,3
1,7,4
1,8,4
1,9,4
1,10,3
1,11,3
1,12,4
1,13,3
1,14,3
1,15,3
2,31,4
2,32,4
2,33,4
2,34,3
2,41,4
2,42,3
2,43,3
2,44,3
2,45,2
2,51,5
2,52,5
2,53,4
2,54,4
2,55,4
2,1,4
2,2,4
2,3,4
2,4,4
2,5,4
2,6,4
2,7,4
2,8,4
2,9,3
2,10,4
2,11,4
2,12,2
2,13,4
2,14,4
2,15,4
3,31,4
3,32,3
3,33,3
3,34,2
3,41,3
3,42,4
3,43,4
3,44,2
3,45,2
3,51,3
3,52,3
3,53,3
3,54,3
3,55,3
3,1,2
3,2,4
3,3,4
3,4,4
3,5,2
3,6,2
3,7,4
3,8,2
3,9,3
3,10,3
3,11,3
3,12,3
3,13,3
3,14,3
3,15,3
4,31,3
4,32,4
4,33,4
4,34,2
4,41,4
4,42,3
4,43,4
4,44,3
4,45,3
4,51,4
4,52,4
4,53,4
4,54,4
4,55,5
4,1,4
4,2,3
4,3,4
4,4,4
4,5,4
4,6,4
4,7,5
4,8,4
4,9,4
4,10,4
4,11,4
4,12,4
4,13,3
4,14,3
4,15,4
5,31,3
5,32,5
5,33,4
5,34,3
5,41,4
5,42,5
5,43,5
5,44,4
5,45,4
5,51,3
5,52,4
5,53,3
5,54,3
5,55,4
5,1,5
5,2,4
5,3,5
5,4,5
5,5,5
5,6,4
5,7,5
5,8,4
5,9,5
5,10,5
5,11,5
5,12,5
5,13,3
5,14,4
5,15,5
6,31,5
6,32,4
6,33,3
6,34,3
6,41,3
6,42,4
6,43,5
6,44,3
6,45,4
6,51,5
6,52,3
6,53,3
6,54,3
6,55,5
6,1,3
6,2,4
6,3,4
6,4,4
6,5,4
6,6,5
6,7,4
6,8,3
6,9,3
6,10,3
6,11,4
6,12,4
6,13,3
6,14,3
6,15,4
7,31,3
7,32,4
7,33,3
7,34,1
7,41,3
7,42,3
7,43,3
7,44,2
7,45,2
7,51,3
7,52,2
7,53,3
7,54,2
7,55,3
7,1,4
7,2,3
7,3,4
7,4,4
7,5,4
7,6,4
7,7,4
7,8,4
7,9,4
7,10,4
7,11,4
7,12,4
7,13,3
7,14,3
7,15,3
8,31,3
8,32,3
8,33,3
8,34,2
8,41,3
8,42,3
8,43,3
8,44,1
8,45,1
8,51,3
8,52,3
8,53,2
8,54,2
8,55,4
8,1,4
8,2,4
8,3,4
8,4,4
8,5,4
8,6,3
8,7,4
8,8,4
8,9,5
8,10,4
8,11,4
8,12,4
8,13,4
8,14,4
8,15,4
9,31,4
9,32,3
9,33,3
9,34,1
9,41,3
9,42,5
9,43,5
9,44,4
9,45,3
9,51,4
9,52,4
9,53,4
9,54,3
9,55,4
9,1,4
9,2,4
9,3,4
9,4,4
9,5,3
9,6,4
9,7,5
9,8,4
9,9,4
9,10,4
9,11,4
9,12,3
9,13,4
9,14,4
9,15,4
10,31,4
10,32,4
10,33,3
10,34,2
10,41,3
10,42,5
10,43,4
10,44,4
10,45,4
10,51,4
10,52,3
10,53,4
10,54,3
10,55,3
10,1,4
10,2,3
10,3,4
10,4,4
10,5,4
10,6,3
10,7,4
10,8,5
10,9,2
10,10,3
10,11,2
10,12,4
10,13,5
10,14,3
10,15,2
11,31,2
11,32,3
11,33,3
11,34,3
11,41,3
11,42,4
11,43,4
11,44,2
11,45,2
11,51,4
11,52,4
11,53,3
11,54,2
11,55,4
11,1,4
11,2,3
11,3,5
11,4,5
11,5,4
11,6,4
11,7,4
11,8,4
11,9,5
11,10,4
11,11,4
11,12,3
11,13,5
11,14,4
11,15,4
12,31,5
12,32,5
12,33,5
12,34,3
12,41,3
12,42,5
12,43,5
12,44,5
12,45,4
12,51,5
12,52,5
12,53,5
12,54,5
12,55,5
12,1,4
12,2,4
12,3,4
12,4,5
12,5,4
12,6,5
12,7,5
12,8,5
12,9,5
12,10,5
12,11,5
12,12,5
12,13,4
12,14,5
12,15,5
13,31,3
13,32,4
13,33,4
13,34,2
13,41,3
13,42,3
13,43,3
13,44,3
13,45,3
13,51,3
13,52,3
13,53,4
13,54,4
13,55,4
13,1,4
13,2,4
13,3,4
13,4,3
13,5,3
13,6,3
13,7,5
13,8,3
13,9,4
13,10,4
13,11,3
13,12,3
13,13,4
13,14,4
13,15,4
14,31,4
14,32,4
14,33,3
14,34,2
14,41,2
14,42,5
14,43,5
14,44,3
14,45,1
14,51,3
14,52,3
14,53,3
14,54,3
14,55,4
14,1,4
14,2,2
14,3,4
14,4,4
14,5,4
14,6,3
14,7,4
14,8,4
14,9,4
14,10,4
14,11,3
14,12,2
14,13,2
14,14,3
14,15,3
15,31,3
15,32,3
15,33,4
15,34,2
15,41,2
15,42,4
15,43,5
15,44,2
15,45,1
15,51,5
15,52,2
15,53,4
15,54,4
15,55,5
15,1,5
15,2,3
15,3,5
15,4,3
15,5,4
15,6,4
15,7,5
15,8,4
15,9,4
15,10,4
15,11,5
15,12,5
15,13,3
15,14,3
15,15,4
16,31,3
16,32,3
16,33,4
16,34,3
16,41,3
16,42,4
16,43,3
16,44,3
16,45,3
16,51,1
16,52,3
16,53,3
16,54,3
16,55,4
16,1,3
16,2,3
16,3,3
16,4,3
16,5,4
16,6,1
16,7,4
16,8,4
16,9,4
16,10,4
16,11,5
16,12,4
16,13,3
16,14,4
16,15,4
17,31,3
17,32,3
17,33,3
17,34,3
17,41,3
17,42,5
17,43,5
17,44,3
17,45,3
17,51,4
17,52,4
17,53,3
17,54,3
17,55,3
17,1,4
17,2,4
17,3,4
17,4,3
17,5,2
17,6,3
17,7,3
17,8,5
17,9,4
17,10,4
17,11,4
17,12,2
17,13,3
17,14,3
17,15,4
18,31,3
18,32,4
18,33,4
18,34,3
18,41,3
18,42,5
18,43,5
18,44,3
18,45,3
18,51,3
18,52,3
18,53,4
18,54,3
18,55,4
18,1,3
18,2,3
18,3,4
18,4,4
18,5,4
18,6,4
18,7,4
18,8,4
18,9,4
18,10,3
18,11,3
18,12,3
18,13,3
18,14,3
18,15,3
19,31,4
19,32,4
19,33,4
19,34,2
19,41,3
19,42,4
19,43,4
19,44,4
19,45,4
19,51,4
19,52,4
19,53,4
19,54,4
19,55,4
19,1,4
19,2,4
19,3,4
19,4,5
19,5,4
19,6,5
19,7,5
19,8,4
19,9,4
19,10,4
19,11,3
19,12,4
19,13,4
19,14,4
19,15,4
20,31,4
20,32,4
20,33,3
20,34,2
20,41,3
20,42,5
20,43,5
20,44,4
20,45,4
20,51,4
20,52,4
20,53,4
20,54,4
20,55,5
20,1,4
20,2,4
20,3,3
20,4,4
20,5,3
20,6,3
20,7,4
20,8,3
20,9,4
20,10,4
20,11,3
20,12,4
20,13,3
20,14,4
20,15,4
21,31,3
21,32,3
21,33,3
21,34,2
21,41,4
21,42,3
21,43,2
21,44,2
21,45,2
21,51,3
21,52,1
21,53,2
21,54,2
21,55,2
21,1,3
21,2,4
21,3,4
21,4,4
21,5,4
21,6,3
21,7,3
21,8,4
21,9,3
21,10,3
21,11,3
21,12,2
21,13,2
21,14,2
21,15,3
22,31,3
22,32,3
22,33,3
22,34,2
22,41,4
22,42,3
22,43,2
22,44,2
22,45,2
22,51,3
22,52,1
22,53,2
22,54,2
22,55,2
22,1,3
22,2,4
22,3,4
22,4,4
22,5,4
22,6,3
22,7,3
22,8,4
22,9,3
22,10,3
22,11,3
22,12,2
22,13,2
22,14,2
22,15,3
23,31,5
23,32,4
23,33,4
23,34,3
23,41,4
23,42,5
23,43,5
23,44,3
23,45,4
23,51,3
23,52,5
23,53,5
23,54,4
23,55,5
23,1,3
23,2,3
23,3,3
23,4,4
23,5,3
23,6,2
23,7,3
23,8,4
23,9,2
23,10,3
23,11,3
23,12,4
