userId,foodId,rating
1,31,3
1,32,3
1,33,4
1,34,4
1,41,4
1,42,5
1,43,5
1,44,5
1,45,5
1,51,4
1,52,4
1,53,4
1,54,4
1,55,5
1,1,5
1,2,5
1,3,4
1,4,4
1,5,5
1,6,4
1,7,4
1,8,3
1,9,4
1,10,3
1,11,4
1,12,5
1,13,3
1,14,4
1,15,5
2,31,3
2,32,4
2,33,3
2,34,4
2,41,3
2,42,1
2,43,3
2,44,2
2,45,3
2,51,4
2,52,4
2,53,4
2,54,5
2,55,5
2,1,2
2,2,3
2,3,3
2,4,4
2,5,4
2,6,3
2,7,3
2,8,4
2,9,4
2,10,3
2,11,4
2,12,3
2,13,3
2,14,3
2,15,3
3,31,5
3,32,3
3,33,5
3,34,5
3,41,5
3,42,4
3,43,4
3,44,5
3,45,5
3,51,5
3,52,5
3,53,5
3,54,5
3,55,5
3,1,5
3,2,5
3,3,5
3,4,5
3,5,3
3,6,5
3,7,5
3,8,4
3,9,5
3,10,5
3,11,5
3,12,5
3,13,5
3,14,5
3,15,5
4,31,4
4,32,4
4,33,5
4,34,5
4,41,4
4,42,5
4,43,5
4,44,4
4,45,4
4,51,5
4,52,4
4,53,4
4,54,4
4,55,5
4,1,3
4,2,4
4,3,4
4,4,5
4,5,5
4,6,5
4,7,2
4,8,3
4,9,5
4,10,5
4,11,5
4,12,5
4,13,5
4,14,4
4,15,4
5,31,4
5,32,2
5,33,5
5,34,2
5,41,4
5,42,1
5,43,3
5,44,3
5,45,4
5,51,5
5,52,5
5,53,4
5,54,3
5,55,4
5,1,3
5,2,3
5,3,4
5,4,4
5,5,5
5,6,3
5,7,4
5,8,3
5,9,5
5,10,3
5,11,5
5,12,4
5,13,3
5,14,4
5,15,3
6,31,4
6,32,5
6,33,5
6,34,2
6,41,5
6,42,1
6,43,3
6,44,4
6,45,5
6,51,5
6,52,5
6,53,5
6,54,5
6,55,5
6,1,5
6,2,4
6,3,5
6,4,5
6,5,5
6,6,5
6,7,5
6,8,3
6,9,5
6,10,5
6,11,4
6,12,5
6,13,5
6,14,5
6,15,5
7,31,3
7,32,4
7,33,4
7,34,4
7,41,4
7,42,4
7,43,4
7,44,3
7,45,3
7,51,4
7,52,3
7,53,4
7,54,3
7,55,4
7,1,4
7,2,4
7,3,3
7,4,3
7,5,4
7,6,4
7,7,4
7,8,2
7,9,4
7,10,4
7,11,4
7,12,3
7,13,4
7,14,3
7,15,4
8,31,4
8,32,3
8,33,4
8,34,2
8,41,4
8,42,1
8,43,2
8,44,4
8,45,4
8,51,4
8,52,4
8,53,4
8,54,4
8,55,4
8,1,4
8,2,4
8,3,4
8,4,4
8,5,4
8,6,3
8,7,4
8,8,3
8,9,4
8,10,4
8,11,4
8,12,4
8,13,4
8,14,4
8,15,4
9,31,3
9,32,3
9,33,3
9,34,3
9,41,3
9,42,1
9,43,1
9,44,4
9,45,4
9,51,5
9,52,4
9,53,5
9,54,4
9,55,4
9,1,3
9,2,2
9,3,3
9,4,3
9,5,2
9,6,3
9,7,4
9,8,3
9,9,3
9,10,4
9,11,2
9,12,2
9,13,4
9,14,3
9,15,3
10,31,3
10,32,4
10,33,4
10,34,3
10,41,5
10,42,4
10,43,4
10,44,3
10,45,4
10,51,4
10,52,5
10,53,5
10,54,4
10,55,5
10,1,4
10,2,5
10,3,4
10,4,5
10,5,4
10,6,5
10,7,4
10,8,4
10,9,4
10,10,5
10,11,5
10,12,3
10,13,4
10,14,2
10,15,3
11,31,3
11,32,4
11,33,3
11,34,2
11,41,3
11,42,1
11,43,2
11,44,2
11,45,2
11,51,4
11,52,3
11,53,3
11,54,3
11,55,5
11,1,5
11,2,2
11,3,4
11,4,4
11,5,4
11,6,3
11,7,4
11,8,4
11,9,4
11,10,3
11,11,3
11,12,4
11,13,3
11,14,3
11,15,3
12,31,4
12,32,5
12,33,5
12,34,4
12,41,3
12,42,5
12,43,5
12,44,5
12,45,3
12,51,4
12,52,4
12,53,4
12,54,4
12,55,5
12,1,5
12,2,4
12,3,3
12,4,3
12,5,3
12,6,4
12,7,4
12,8,3
12,9,5
12,10,5
12,11,3
12,12,3
12,13,4
12,14,4
12,15,4
13,31,3
13,32,3
13,33,5
13,34,2
13,41,4
13,42,5
13,43,5
13,44,5
13,45,5
13,51,5
13,52,5
13,53,5
13,54,5
13,55,5
13,1,5
13,2,5
13,3,4
13,4,3
13,5,4
13,6,5
13,7,5
13,8,5
13,9,5
13,10,5
13,11,5
13,12,5
13,13,5
13,14,5
13,15,5
14,31,3
14,32,3
14,33,5
14,34,5
14,41,3
14,42,3
14,43,3
14,44,5
14,45,4
14,51,5
14,52,5
14,53,5
14,54,5
14,55,5
14,1,2
14,2,3
14,3,4
14,4,5
14,5,4
14,6,5
14,7,5
14,8,3
14,9,5
14,10,5
14,11,5
14,12,4
14,13,4
14,14,5
14,15,5
15,31,4
15,32,4
15,33,4
15,34,3
15,41,4
15,42,3
15,43,3
15,44,3
15,45,2
15,51,5
15,52,5
15,53,4
15,54,4
15,55,4
15,1,4
15,2,4
15,3,4
15,4,4
15,5,4
15,6,4
15,7,4
15,8,4
15,9,3
15,10,4
15,11,4
15,12,2
15,13,4
15,14,4
15,15,4
16,31,3
16,32,4
16,33,3
16,34,3
16,41,4
16,42,3
16,43,2
16,44,3
16,45,4
16,51,3
16,52,4
16,53,4
16,54,4
16,55,5
16,1,2
16,2,4
16,3,1
16,4,1
16,5,1
16,6,4
16,7,5
16,8,3
16,9,2
16,10,3
16,11,3
16,12,2
16,13,4
16,14,3
16,15,3
17,31,5
17,32,4
17,33,5
17,34,2
17,41,4
17,42,4
17,43,4
17,44,3
17,45,4
17,51,5
17,52,5
17,53,5
17,54,4
17,55,4
17,1,4
17,2,4
17,3,4
17,4,4
17,5,4
17,6,3
17,7,5
17,8,3
17,9,4
17,10,4
17,11,4
17,12,3
17,13,5
17,14,4
17,15,4
18,31,4
18,32,3
18,33,4
18,34,3
18,41,4
18,42,2
18,43,3
18,44,3
18,45,3
18,51,4
18,52,4
18,53,4
18,54,4
18,55,4
18,1,4
18,2,4
18,3,4
18,4,4
18,5,3
18,6,4
18,7,5
18,8,4
18,9,4
18,10,4
18,11,4
18,12,4
18,13,4
18,14,4
18,15,4
19,31,4
19,32,3
19,33,4
19,34,3
19,41,3
19,42,4
19,43,4
19,44,4
19,45,3
19,51,4
19,52,4
19,53,3
19,54,3
19,55,4
19,1,4
19,2,4
19,3,4
19,4,4
19,5,4
19,6,4
19,7,4
19,8,5
19,9,4
19,10,3
19,11,3
19,12,3
19,13,4
19,14,4
19,15,4
20,31,4
20,32,5
20,33,4
20,34,2
20,41,4
20,42,4
20,43,4
20,44,3
20,45,3
20,51,3
20,52,3
20,53,4
20,54,3
20,55,4
20,1,4
20,2,4
20,3,3
20,4,3
20,5,3
20,6,4
20,7,4
20,8,4
20,9,1
20,10,2
20,11,3
20,12,3
20,13,5
20,14,3
20,15,1
21,31,4
21,32,2
21,33,5
21,34,5
21,41,4
21,42,5
21,43,5
21,44,4
21,45,5
21,51,5
21,52,5
21,53,5
21,54,5
21,55,5
21,1,3
21,2,4
21,3,4
21,4,1
21,5,3
21,6,5
21,7,5
21,8,5
21,9,5
21,10,5
21,11,5
21,12,5
21,13,3
21,14,4
21,15,4
22,31,4
22,32,3
22,33,4
22,34,2
22,41,4
22,42,5
22,43,5
22,44,3
22,45,4
22,51,5
22,52,4
22,53,3
22,54,4
22,55,5
22,1,4
22,2,5
22,3,5
22,4,4
22,5,3
22,6,4
22,7,5
22,8,3
22,9,5
22,10,5
22,11,5
22,12,4
22,13,5
22,14,3
22,15,5
23,31,3
23,32,4
23,33,4
23,34,2
23,41,4
23,42,3
23,43,4
23,44,3
23,45,3
23,51,4
23,52,4
23,53,4
23,54,4
23,55,5
23,1,4
23,2,3
23,3,4
23,4,4
23,5,4
23,6,4
23,7,5
23,8,4
23,9,4
23,10,4
23,11,4
23,12,4
23,13,3
23,14,3
23,15,4
24,31,4
24,32,4
24,33,5
24,34,5
24,41,4
24,42,3
24,43,4
24,44,5
24,45,4
24,51,5
24,52,5
24,53,5
24,54,5
24,55,4
24,1,5
24,2,5
24,3,5
24,4,5
24,5,5
24,6,3
24,7,5
24,8,4
24,9,5
24,10,5
24,11,4
24,12,3
24,13,5
24,14,5
24,15,5
25,31,4
25,32,4
25,33,5
25,34,3
25,41,3
25,42,4
25,43,5
25,44,2
25,45,3
25,51,5
25,52,5
25,53,5
25,54,4
25,55,5
25,1,4
25,2,4
25,3,4
25,4,3
25,5,4
25,6,4
25,7,4
25,8,3
25,9,5
25,10,4
25,11,4
25,12,1
25,13,5
25,14,4
25,15,4
26,31,3
26,32,5
26,33,4
26,34,3
26,41,4
26,42,5
26,43,5
26,44,4
26,45,4
26,51,3
26,52,4
26,53,3
26,54,3
26,55,4
26,1,5
26,2,4
26,3,5
26,4,5
26,5,5
26,6,4
26,7,5
26,8,4
26,9,5
26,10,5
26,11,5
26,12,5
26,13,3
26,14,4
26,15,5
27,31,4
27,32,4
27,33,4
27,34,2
27,41,4
27,42,4
27,43,4
27,44,5
27,45,5
27,51,4
27,52,5
27,53,5
27,54,5
27,55,5
27,1,5
27,2,5
27,3,5
27,4,5
27,5,5
27,6,5
27,7,5
27,8,3
27,9,5
27,10,5
27,11,5
27,12,5
27,13,4
27,14,5
27,15,5
28,31,3
28,32,4
28,33,3
28,34,1
28,41,3
28,42,3
28,43,3
28,44,2
28,45,2
28,51,3
28,52,2
28,53,3
28,54,2
28,55,3
28,1,4
28,2,3
28,3,4
28,4,4
28,5,4
28,6,4
28,7,4
28,8,4
28,9,4
28,10,4
28,11,4
28,12,4
28,13,3
28,14,3
28,15,3
29,31,3
29,32,3
29,33,3
29,34,5
29,41,3
29,42,1
29,43,2
29,44,3
29,45,4
29,51,4
29,52,4
29,53,3
29,54,3
29,55,5
29,1,3
29,2,4
29,3,5
29,4,5
29,5,5
29,6,5
29,7,5
29,8,3
29,9,4
29,10,4
29,11,4
29,12,4
29,13,5
29,14,3
29,15,3
30,31,4
30,32,4
30,33,5
30,34,3
30,41,4
30,42,1
30,43,2
30,44,2
30,45,3
30,51,4
30,52,5
30,53,4
30,54,3
30,55,5
30,1,4
30,2,2
30,3,4
30,4,4
30,5,5
30,6,3
30,7,5
30,8,2
30,9,5
30,10,4
30,11,3
30,12,2
30,13,5
30,14,3
30,15,5
31,31,3
31,32,3
31,33,4
31,34,3
31,41,3
31,42,3
31,43,3
31,44,3
31,45,3
31,51,3
31,52,4
31,53,3
31,54,3
31,55,4
31,1,4
31,2,4
31,3,4
31,4,4
31,5,3
31,6,4
31,7,4
31,8,4
31,9,4
31,10,4
31,11,2
31,12,3
31,13,4
31,14,3
31,15,3
32,31,3
32,32,3
32,33,3
32,34,2
32,41,3
32,42,3
32,43,3
32,44,1
32,45,1
32,51,3
32,52,3
32,53,2
32,54,2
32,55,4
32,1,4
32,2,4
32,3,4
32,4,4
32,5,4
32,6,3
32,7,4
32,8,4
32,9,5
32,10,4
32,11,4
32,12,4
32,13,4
32,14,4
32,15,4
33,31,2
33,32,3
33,33,5
33,34,5
33,41,1
33,42,4
33,43,4
33,44,4
33,45,1
33,51,5
33,52,4
33,53,5
33,54,5
33,55,2
33,1,3
33,2,3
33,3,4
33,4,4
33,5,4
33,6,3
33,7,5
33,8,3
33,9,5
33,10,5
33,11,4
33,12,5
33,13,5
33,14,4
33,15,5
34,31,4
34,32,4
34,33,3
34,34,1
34,41,3
34,42,5
34,43,5
34,44,2
34,45,3
34,51,4
34,52,4
34,53,4
34,54,3
34,55,5
34,1,3
34,2,4
34,3,5
34,4,5
34,5,2
34,6,5
34,7,5
34,8,5
34,9,5
34,10,3
34,11,3
34,12,5
34,13,4
34,14,2
34,15,5
35,31,4
35,32,5
35,33,5
35,34,4
35,41,4
35,42,5
35,43,5
35,44,3
35,45,4
35,51,2
35,52,3
35,53,4
35,54,4
35,55,5
35,1,5
35,2,3
35,3,4
35,4,4
35,5,4
35,6,5
35,7,5
35,8,3
35,9,2
35,10,4
35,11,4
35,12,5
35,13,5
35,14,3
35,15,4
36,31,4
36,32,3
36,33,3
36,34,1
36,41,3
36,42,5
36,43,5
36,44,4
36,45,3
36,51,4
36,52,4
36,53,4
36,54,3
36,55,4
36,1,4
36,2,4
36,3,4
36,4,4
36,5,3
36,6,4
36,7,5
36,8,4
36,9,4
36,10,4
36,11,4
36,12,3
36,13,4
36,14,4
36,15,4
37,31,4
37,32,4
37,33,4
37,34,5
37,41,4
37,42,5
37,43,5
37,44,5
37,45,3
37,51,5
37,52,4
37,53,3
37,54,4
37,55,4
37,1,3
37,2,4
37,3,4
37,4,3
37,5,3
37,6,5
37,7,5
37,8,4
37,9,5
37,10,5
37,11,4
37,12,5
37,13,5
37,14,3
37,15,3
38,31,3
38,32,3
38,33,3
38,34,4
38,41,3
38,42,5
38,43,5
38,44,3
38,45,3
38,51,4
38,52,5
38,53,4
38,54,4
38,55,5
38,1,4
38,2,4
38,3,4
38,4,4
38,5,4
38,6,4
38,7,4
38,8,4
38,9,4
38,10,4
38,11,4
38,12,5
38,13,4
38,14,4
38,15,4
39,31,5
39,32,3
39,33,4
39,34,4
39,41,4
39,42,5
39,43,4
39,44,3
39,45,2
39,51,4
39,52,5
39,53,4
39,54,5
39,55,3
39,1,4
39,2,3
39,3,5
39,4,4
39,5,4
39,6,4
39,7,5
39,8,4
39,9,3
39,10,3
39,11,4
39,12,5
39,13,4
39,14,3
39,15,4
40,31,5
40,32,5
40,33,4
40,34,5
40,41,3
40,42,5
40,43,5
40,44,3
40,45,4
40,51,5
40,52,5
40,53,5
40,54,5
40,55,5
40,1,5
40,2,3
40,3,5
40,4,4
40,5,4
40,6,5
40,7,5
40,8,5
40,9,4
40,10,4
40,11,5
40,12,5
40,13,5
40,14,3
40,15,5
41,31,5
41,32,3
41,33,5
41,34,4
41,41,4
41,42,5
41,43,5
41,44,3
41,45,3
41,51,5
41,52,5
41,53,4
41,54,4
41,55,4
41,1,3
41,2,3
41,3,4
41,4,3
41,5,4
41,6,4
41,7,3
41,8,3
41,9,4
41,10,3
41,11,3
41,12,4
41,13,4
41,14,3
41,15,3
42,31,3
42,32,3
42,33,3
42,34,4
42,41,3
42,42,2
42,43,2
42,44,2
42,45,4
42,51,3
42,52,4
42,53,4
42,54,4
42,55,4
42,1,3
42,2,3
42,3,4
42,4,3
42,5,4
42,6,3
42,7,3
42,8,3
42,9,4
42,10,3
42,11,3
42,12,4
42,13,4
42,14,4
42,15,3
43,31,2
43,32,2
43,33,2
43,34,1
43,41,5
43,42,5
43,43,5
43,44,1
43,45,1
43,51,3
43,52,5
43,53,5
43,54,1
43,55,5
43,1,5
43,2,5
43,3,5
43,4,5
43,5,5
43,6,5
43,7,5
43,8,5
43,9,5
43,10,5
43,11,5
43,12,5
43,13,5
43,14,3
43,15,4
44,31,4
44,32,4
44,33,3
44,34,2
44,41,3
44,42,5
44,43,4
44,44,4
44,45,4
44,51,4
44,52,3
44,53,4
44,54,3
44,55,3
44,1,4
44,2,3
44,3,4
44,4,4
44,5,4
44,6,3
44,7,4
44,8,5
44,9,2
44,10,3
44,11,2
44,12,4
44,13,5
44,14,3
44,15,2
45,31,4
45,32,4
45,33,4
45,34,2
45,41,3
45,42,2
45,43,2
45,44,3
45,45,3
45,51,5
45,52,4
45,53,4
45,54,4
45,55,4
45,1,3
45,2,4
45,3,5
45,4,2
45,5,3
45,6,4
45,7,5
45,8,3
45,9,5
45,10,4
45,11,4
45,12,4
45,13,3
45,14,4
45,15,4
46,31,4
46,32,4
46,33,4
46,34,2
46,41,4
46,42,4
46,43,4
46,44,3
46,45,4
46,51,4
46,52,4
46,53,4
46,54,4
46,55,3
46,1,3
46,2,4
46,3,4
46,4,4
46,5,3
46,6,3
46,7,4
46,8,3
46,9,4
46,10,4
46,11,4
46,12,3
46,13,4
46,14,3
46,15,4
47,31,4
47,32,4
47,33,4
47,34,2
47,41,4
47,42,4
47,43,4
47,44,4
47,45,4
47,51,4
47,52,4
47,53,3
47,54,4
47,55,5
47,1,5
47,2,5
47,3,5
47,4,5
47,5,5
47,6,3
47,7,5
47,8,3
47,9,4
47,10,5
47,11,3
47,12,2
47,13,4
47,14,5
47,15,4
48,31,5
48,32,5
48,33,5
48,34,4
48,41,5
48,42,5
48,43,5
48,44,5
48,45,5
48,51,5
48,52,5
48,53,5
48,54,5
48,55,5
48,1,5
48,2,5
48,3,5
48,4,5
48,5,5
48,6,5
48,7,5
48,8,5
48,9,5
48,10,5
48,11,5
48,12,5
48,13,5
48,14,5
48,15,5
49,31,3
49,32,4
49,33,4
49,34,3
49,41,3
49,42,5
49,43,5
49,44,3
49,45,3
49,51,4
49,52,5
49,53,4
49,54,4
49,55,5
49,1,3
49,2,3
49,3,3
49,4,3
49,5,3
49,6,3
49,7,4
49,8,3
49,9,5
49,10,3
49,11,3
49,12,4
49,13,3
49,14,3
49,15,3
50,31,3
50,32,3
50,33,3
50,34,4
50,41,3
50,42,2
50,43,3
50,44,3
50,45,3
50,51,4
50,52,3
50,53,2
50,54,2
50,55,4
50,1,3
50,2,3
50,3,2
50,4,4
50,5,3
50,6,3
50,7,2
50,8,2
50,9,4
50,10,3
50,11,3
50,12,4
50,13,4
50,14,3
50,15,2
51,31,3
51,32,3
51,33,3
51,34,4
51,41,3
51,42,5
51,43,5
51,44,2
51,45,3
51,51,5
51,52,3
51,53,3
51,54,4
51,55,4
51,1,3
51,2,3
51,3,3
51,4,3
51,5,4
51,6,4
51,7,2
51,8,4
51,9,3
51,10,3
51,11,3
51,12,3
51,13,3
51,14,3
51,15,3
52,31,3
52,32,3
52,33,4
52,34,3
52,41,2
52,42,3
52,43,3
52,44,3
52,45,3
52,51,4
52,52,3
52,53,3
52,54,3
52,55,4
52,1,4
52,2,3
52,3,3
52,4,4
52,5,3
52,6,3
52,7,3
52,8,3
52,9,4
52,10,3
52,11,3
52,12,2
52,13,2
52,14,4
52,15,3
53,31,2
53,32,3
53,33,3
53,34,3
53,41,3
53,42,4
53,43,4
53,44,2
53,45,2
53,51,4
53,52,4
53,53,3
53,54,2
53,55,4
53,1,4
53,2,3
53,3,5
53,4,5
53,5,4
53,6,4
53,7,4
53,8,4
53,9,5
53,10,4
53,11,4
53,12,3
53,13,5
53,14,4
53,15,4
54,31,3
54,32,4
54,33,3
54,34,4
54,41,4
54,42,4
54,43,4
54,44,4
54,45,4
54,51,5
54,52,5
54,53,4
54,54,2
54,55,3
54,1,3
54,2,3
54,3,3
54,4,5
54,5,3
54,6,2
54,7,3
54,8,3
54,9,3
54,10,4
54,11,3
54,12,3
54,13,4
54,14,4
54,15,4
55,31,3
55,32,4
55,33,4
55,34,2
55,41,3
55,42,3
55,43,3
55,44,3
55,45,3
55,51,3
55,52,3
55,53,4
55,54,4
55,55,4
55,1,4
55,2,4
55,3,4
55,4,3
55,5,3
55,6,3
55,7,5
55,8,3
55,9,4
55,10,4
55,11,3
55,12,3
55,13,4
55,14,4
55,15,4
56,31,4
56,32,4
56,33,4
56,34,4
56,41,4
56,42,4
56,43,5
56,44,4
56,45,4
56,51,4
56,52,4
56,53,4
56,54,4
56,55,4
56,1,4
56,2,4
56,3,4
56,4,4
56,5,4
56,6,4
56,7,4
56,8,3
56,9,5
56,10,4
56,11,4
56,12,5
56,13,5
56,14,4
56,15,4
57,31,4
57,32,4
57,33,5
57,34,3
57,41,5
57,42,2
57,43,3
57,44,5
57,45,3
57,51,5
57,52,4
57,53,4
57,54,4
57,55,5
57,1,3
57,2,4
57,3,4
57,4,4
57,5,5
57,6,5
57,7,3
57,8,3
57,9,5
57,10,4
57,11,3
57,12,4
57,13,5
57,14,5
57,15,5
58,31,3
58,32,2
58,33,4
58,34,5
58,41,3
58,42,5
58,43,5
58,44,3
58,45,4
58,51,3
58,52,4
58,53,4
58,54,1
