userId,foodId,rating
1,31,4
1,32,3
1,33,3
1,34,3
1,41,5
1,42,4
1,43,5
1,44,5
1,45,5
1,51,5
1,52,5
1,53,5
1,54,5
1,55,4
1,1,5
1,2,4
1,3,3
1,4,4
1,5,3
1,6,3
1,7,3
1,8,1
1,9,4
1,10,3
1,11,3
1,12,1
1,13,4
1,14,4
1,15,5
2,31,4
2,32,3
2,33,3
2,34,3
2,41,5
2,42,4
2,43,5
2,44,5
2,45,5
2,51,5
2,52,5
2,53,5
2,54,5
2,55,4
2,1,5
2,2,4
2,3,3
2,4,4
2,5,3
2,6,3
2,7,4
2,8,2
2,9,4
2,10,4
2,11,3
2,12,1
2,13,4
2,14,4
2,15,5
3,31,4
3,32,4
3,33,4
3,34,3
3,41,4
3,42,5
3,43,5
3,44,5
3,45,5
3,51,5
3,52,3
3,53,4
3,54,4
3,55,4
3,1,4
3,2,5
3,3,5
3,4,5
3,5,5
3,6,5
3,7,5
3,8,5
3,9,5
3,10,5
3,11,5
3,12,5
3,13,5
3,14,4
3,15,4
4,31,5
4,32,2
4,33,3
4,34,3
4,41,2
4,42,1
4,43,3
4,44,3
4,45,5
4,51,5
4,52,5
4,53,5
4,54,5
4,55,3
4,1,5
4,2,5
4,3,4
4,4,2
4,5,3
4,6,3
4,7,5
4,8,1
4,9,5
4,10,5
4,11,4
4,12,5
4,13,5
4,14,4
4,15,5
5,31,4
5,32,5
5,33,5
5,34,5
5,41,3
5,42,5
5,43,4
5,44,2
5,45,5
5,51,4
5,52,3
5,53,3
5,54,3
5,55,4
5,1,3
5,2,4
5,3,5
5,4,5
5,5,5
5,6,3
5,7,5
5,8,2
5,9,4
5,10,4
5,11,3
5,12,3
5,13,3
5,14,3
5,15,3
6,31,4
6,32,4
6,33,5
6,34,4
6,41,4
6,42,4
6,43,4
6,44,5
6,45,4
6,51,5
6,52,3
6,53,3
6,54,3
6,55,3
6,1,3
6,2,3
6,3,4
6,4,3
6,5,3
6,6,3
6,7,3
6,8,4
6,9,4
6,10,4
6,11,4
6,12,4
6,13,3
6,14,5
6,15,5
7,31,4
7,32,4
7,33,4
7,34,3
7,41,3
7,42,4
7,43,5
7,44,3
7,45,4
7,51,5
7,52,5
7,53,4
7,54,5
7,55,5
7,1,4
7,2,4
7,3,5
7,4,4
7,5,4
7,6,5
7,7,5
7,8,4
7,9,5
7,10,5
7,11,5
7,12,5
7,13,4
7,14,5
7,15,4
8,31,4
8,32,3
8,33,4
8,34,4
8,41,4
8,42,4
8,43,3
8,44,4
8,45,4
8,51,4
8,52,4
8,53,4
8,54,4
8,55,4
8,1,4
8,2,4
8,3,5
8,4,5
8,5,5
8,6,5
8,7,5
8,8,5
8,9,5
8,10,5
8,11,5
8,12,5
8,13,5
8,14,5
8,15,5
9,31,5
9,32,5
9,33,5
9,34,4
9,41,5
9,42,5
9,43,5
9,44,5
9,45,4
9,51,5
9,52,4
9,53,5
9,54,5
9,55,5
9,1,5
9,2,5
9,3,5
9,4,5
9,5,5
9,6,5
9,7,5
9,8,5
9,9,5
9,10,5
9,11,5
9,12,5
9,13,5
9,14,5
9,15,5
10,31,5
10,32,5
10,33,5
10,34,3
10,41,5
10,42,5
10,43,5
10,44,5
10,45,5
10,51,5
10,52,5
10,53,5
10,54,5
10,55,5
10,1,5
10,2,5
10,3,5
10,4,5
10,5,5
10,6,5
10,7,5
10,8,5
10,9,5
10,10,5
10,11,5
10,12,5
10,13,5
10,14,5
10,15,5
11,31,4
11,32,4
11,33,4
11,34,3
11,41,4
11,42,4
11,43,5
11,44,4
11,45,4
11,51,5
11,52,4
11,53,3
11,54,4
11,55,4
11,1,3
11,2,4
11,3,3
11,4,3
11,5,4
11,6,3
11,7,4
11,8,3
11,9,3
11,10,4
11,11,3
11,12,3
11,13,2
11,14,3
11,15,3
12,31,4
12,32,4
12,33,4
12,34,3
12,41,3
12,42,5
12,43,5
12,44,5
12,45,5
12,51,5
12,52,4
12,53,3
12,54,4
12,55,5
12,1,4
12,2,5
12,3,4
12,4,3
12,5,3
12,6,4
12,7,5
12,8,3
12,9,4
12,10,5
12,11,5
12,12,5
12,13,4
12,14,3
12,15,4
13,31,5
13,32,5
13,33,5
13,34,3
13,41,5
13,42,5
13,43,5
13,44,5
13,45,5
13,51,5
13,52,5
13,53,5
13,54,5
13,55,5
13,1,5
13,2,5
13,3,4
13,4,4
13,5,4
13,6,5
13,7,4
13,8,4
13,9,5
13,10,5
13,11,5
13,12,3
13,13,5
13,14,5
13,15,5
14,31,4
14,32,3
14,33,4
14,34,1
14,41,5
14,42,4
14,43,4
14,44,5
14,45,5
14,51,4
14,52,4
14,53,4
14,54,4
14,55,4
14,1,3
14,2,3
14,3,3
14,4,4
14,5,4
14,6,5
14,7,4
14,8,3
14,9,4
14,10,4
14,11,5
14,12,3
14,13,5
14,14,5
14,15,5
15,31,5
15,32,5
15,33,5
15,34,5
15,41,3
15,42,5
15,43,5
15,44,5
15,45,5
15,51,5
15,52,3
15,53,5
15,54,5
15,55,5
15,1,5
15,2,2
15,3,4
15,4,3
15,5,3
15,6,4
15,7,4
15,8,1
15,9,5
15,10,5
15,11,5
15,12,5
15,13,5
15,14,5
15,15,5
16,31,4
16,32,4
16,33,4
16,34,3
16,41,3
16,42,4
16,43,4
16,44,4
16,45,4
16,51,5
16,52,4
16,53,4
16,54,4
16,55,4
16,1,3
16,2,4
16,3,4
16,4,4
16,5,4
16,6,4
16,7,5
16,8,4
16,9,5
16,10,5
16,11,5
16,12,5
16,13,5
16,14,5
16,15,5
17,31,5
17,32,5
17,33,5
17,34,3
17,41,5
17,42,5
17,43,5
17,44,5
17,45,5
17,51,5
17,52,5
17,53,5
17,54,5
17,55,5
17,1,5
17,2,5
17,3,5
17,4,5
17,5,5
17,6,5
17,7,5
17,8,5
17,9,5
17,10,5
17,11,5
17,12,5
17,13,5
17,14,5
17,15,5
18,31,5
18,32,3
18,33,5
18,34,3
18,41,5
18,42,5
18,43,5
18,44,5
18,45,5
18,51,5
18,52,5
18,53,5
18,54,5
18,55,5
18,1,3
18,2,3
18,3,4
18,4,5
18,5,5
18,6,3
18,7,4
18,8,2
18,9,5
18,10,4
18,11,4
18,12,5
18,13,3
18,14,4
18,15,4
19,31,4
19,32,4
19,33,4
19,34,5
19,41,4
19,42,5
19,43,5
